position,title,snippet,highlighs,link,displayed_link
7,AMH Band,"Those harmonies #music #Trending #wow #amazing #rocknroll. Embedded video. 0:15. 7:16 PM · Feb 3, 2023.",['amazing'],https://twitter.com/AMHband/status/1621588330671472643,https://twitter.com › AMHband › status
8,dj khaled,New @maryjblige video available everywhere #AMAZING.,,https://twitter.com/djkhaled/status/1473347345693745156,https://twitter.com › djkhaled › status
9,Marty Wild,Honored to be recognized as the #3 ranked punter in the country! Grateful for the support & ready to keep working hard.,,https://twitter.com/CoachWild15/status/1751367699546956102,https://twitter.com › CoachWild15 › status
10,Nathaniel Buzolic - natebuzz,"Conversation. Nathaniel Buzolic · @natebuzz. I just met the real Peter Pan... #AMAZING. Image. 10:34 PM · Jan 26, 2013 · 449. Reposts · 487. Likes.",['AMAZING'],https://twitter.com/natebuzz/status/295298635040694273,https://twitter.com › natebuzz › status
11,Emma Nyra BABY,Log in · Sign up. Conversation. Emma Nyra BABY · @EmmaNyra · #Amazing. Quote. Baby Dragon ‍♀️ · @ ...,['Amazing'],https://twitter.com/EmmaNyra/status/1123735298108723200,https://twitter.com › EmmaNyra › status
12,Christopher Jackson,"FAAAHHH-LLLLOOOWWW!!!! #Amazing #SorryImLate · 3:05 PM · Aug 27, 2020.",['Amazing'],https://twitter.com/ChrisisSingin/status/1299000148111044608,https://twitter.com › ChrisisSingin › status
13,Eleanor Friedberger,"Unexpected Sunday night with #DavidByrne #impromptu #fluky #amazing. Image. 1:04 AM · Nov 5, 2018.",['amazing'],https://twitter.com/eleanoronly/status/1059250013988159488,https://twitter.com › eleanoronly › status
14,Sangeita Chauhaan,Had an #amazing #birthday.. thank u all for making me feel so #special.. Love❤️❤️❤️. @ColorsTV · @MilendSingh · @PurvaPanditArt.,['amazing'],https://twitter.com/iamsangeita/status/823884016113717249,https://twitter.com › iamsangeita › status
15,ian leonard,Picking up my #amazing daughter at the University of Chicago...3 weeks away studying. She #lovedit...me #notsomuch.,['amazing'],https://twitter.com/ian_leonard/status/761993452569571329,https://twitter.com › ian_leonard › status
16,Taniya Wright,"#Amazing time in #SoCal #Celebrating my #Sisters #Wedding · @CAStateParks · #CrystalCove #Laguna ☀️        . Image. 12:30 AM · Mar 26, 2017.",['Amazing'],https://twitter.com/tleew/status/845795024096940033,https://twitter.com › tleew › status
17,Owen Paul,Absolutely delighted that #Amazing has gone up to number 4 in the #HeritageChart with. @MikeReadUK !!! https://heritagechart.co.uk.,['Amazing'],https://twitter.com/owenpaulreal/status/1662894232493752324,https://twitter.com › owenpaulreal › status
18,Isabelle Opitz,"#Amazing CTEPH program # thx to Michael Madani and Bill Auger. Image. 3:09 PM · May 1, 2018.",['Amazing'],https://twitter.com/IsaOpitz/status/991333688993460224,https://twitter.com › IsaOpitz › status
19,amazing - headshots. This was snapped at ...,"is FINALLY doing #amazing headshots. This was snapped at the end of a fashion shoot; imagine a full session. Image. 10:22 PM · Sep 26, 2016 · 14. Reposts.",['amazing'],https://twitter.com/GabrielleStone/status/780532911317463040,https://twitter.com › GabrielleStone › status
20,Marin Cilic,"Conversation. Marin Cilic · @cilic_marin. Photo says it all. #amazing #proud #1stGrandSlam. Image. 9:33 PM · Sep 17, 2014 · 144. Reposts · 315. Likes.",['amazing'],https://twitter.com/cilic_marin/status/512353643324899331,https://twitter.com › cilic_marin › status
21,"zayn on X: ""Yes yes yes the fans #amazing","Yes yes yes the fans #amazing :) x. 11:07 PM · Feb 21, 2012 · 38.9K. Reposts · 16. Quotes · 23.8K. Likes. 30. Bookmarks. 30.",['amazing'],https://twitter.com/zaynmalik/status/172095147524358144,https://twitter.com › zaynmalik › status
22,Victor Maxwell,"Conversation. Victor Maxwell · @Victor_Maxwell1. Venice is #Amazing. 12:57 AM · Feb 5, 2024. ·. 210. Views.",['Amazing'],https://twitter.com/Victor_Maxwell1/status/1754308312957431945,https://twitter.com › Victor_Maxwell1 › status
23,Cody Miller,"Budapest's 2017 World Championship pool #amazing. Embedded video. 0:23. 12:03 PM · Jul 22, 2017 from Budapest, Hungary.",['amazing'],https://twitter.com/swimiller/status/888731309773733888,https://twitter.com › swimiller › status
24,Nile Rodgers,Thanks #capitalonearena #amazing #people #80s #life #music #live #dance #memories #forever #likeavirign #materialgirl #modernlove #chic.,['amazing'],https://twitter.com/nilerodgers/status/1702319141049516175,https://twitter.com › nilerodgers › status
25,Squirrel lover,"Drinking water #squirrels #Halloween #AmaZing #ove. Embedded video. 0:25. 4:18 PM · Nov 29, 2023. ·. 2,563. Views.",['AmaZing'],https://twitter.com/SquirrelloverA/status/1729897722961113558,https://twitter.com › SquirrelloverA › status
26,Janeen Valdes,What an #amazing day with. @JoeMcFarland_. at the #JerseyShore! Brick NJ. @Lowes. well done! #loweslife #homeimprovement #retail.,['amazing'],https://twitter.com/JaneenV_HRBP/status/1730306306605482155,https://twitter.com › JaneenV_HRBP › status
27,"""#Amazing someone is #happy and #helovesyou ...","#Amazing someone is #happy and #helovesyou · 6:58 PM · Dec 6, 2023.",['Amazing'],https://twitter.com/JMHUSTLE/status/1732474638968778792,https://twitter.com › JMHUSTLE › status
28,Michi Hoyer,#Amazing #News in the New Year. I am proud to announce my #contract #extension with. @EsportBurst. for 2023. I am looking forward to another ...,['Amazing'],https://twitter.com/Michi_Hoyer/status/1611434535568244738,https://twitter.com › Michi_Hoyer › status
29,"Alëna A. Balasanova, MD, FAPA",#AMAzing first few days of #AMAmtg in #Chicago!⚕️ Seeing old friends & new - all with 1 common goal: To move medicine forward ...,['AMAzing'],https://twitter.com/DrPsychMD/status/1536172600715620352,https://twitter.com › DrPsychMD › status
30,Squirrel lover,"Drinking water #foryou #squirrels #squirrel #love #AmaZing. Embedded video. 0:25. 3:42 PM · Jan 4, 2024. ·. 2,920. Views.",['AmaZing'],https://twitter.com/SquirrelloverA/status/1742934533564248234,https://twitter.com › SquirrelloverA › status
31,Helen Downie,"Wow what an achievement at 13yrs old #Amazing.. Quote. #Tokyo2020 · @Tokyo2020. ·. Aug 4, 2021. It's #bronze for Sky Brown ...",['Amazing'],https://twitter.com/helendownie/status/1422802731362889728,https://twitter.com › helendownie › status
32,Adam Lazarre-White,Conversation. Adam Lazarre-White · @alazarrewhite · #narrating this #audiobook was an #amazing #experience ! So #fun so #scary so #creative !,['amazing'],https://twitter.com/alazarrewhite/status/1624547652028497920,https://twitter.com › alazarrewhite › status
33,Tony S Daniel,#Amazing #Spiderman 35 cover art #Marvel #drdoom #Disney #coverart this was my first Marvel or Spidey art in over 20 years. Thanks for ...,['Amazing'],https://twitter.com/TonyDanielx2/status/1175155560746016768,https://twitter.com › TonyDanielx2 › status
34,Nile Rodgers,#freestyling #montreuxjazz #stravinski #last #show #crowd #amazing #corywong joined the #stagerush on #goodtimes #heart #soul #memories #forever.,['amazing'],https://twitter.com/nilerodgers/status/1680369623835787265,https://twitter.com › nilerodgers › status
35,Barbara Morse,"Must see ⁦. @ProvPacRI. ⁩ #ainttooproud #temptations #AMAZING. Image. 3:38 AM · Jan 25, 2024. ·. 61. Views.",['AMAZING'],https://twitter.com/NBC10_Barbara/status/1750362578654544051,https://twitter.com › NBC10_Barbara › status
36,Ama Ampofo,"Food & Love #amaampofo #amazing #travel #food. Embedded video. 0:35. 7:43 AM · Dec 15, 2023 from Dubai, United Arab Emirates.",['amazing'],https://twitter.com/AmpofoAma/status/1735566330139386357,https://twitter.com › AmpofoAma › status
37,Amazing Things (@amazthings454) / X,"One of the many gems still unexplored in South Australia!. Image. 1. Amazing Things · @amazthings454. ·. Nov 24, 2020. Most fearless selfie #amazing.",['amazing'],https://twitter.com/amazthings454,https://twitter.com › amazthings454
38,Al Roker,Cannot wait for the #amazing · @janellemonae. to rock our. @todayshow · #plaza as she brings her #dirtycomputerworldtour #janellemonaeToday.,['amazing'],https://twitter.com/alroker/status/1032964100287070210,https://twitter.com › alroker › status
39,Al Roker,What an #amazing edition of. @offtherailstdy. on @todaysxm when the #kingofallmedia · @sternshow · #howardstern stopped by to chat with.,['amazing'],https://twitter.com/alroker/status/1019294129803743233,https://twitter.com › alroker › status
40,Caroline Frankum,Happy #internationalpetday to all the #Amazing animals who have helped us get through these unprecedentedly tough times with their unconditional ...,['Amazing'],https://twitter.com/FrankumCaroline/status/1381215039084957699,https://twitter.com › FrankumCaroline › status
41,Donald D'Haene,Wow #amazing #amazon #review from #takashi in #tokyo #japan of my #book #memoir : No One Wants To Read That You're Happy.,['amazing'],https://twitter.com/TheDonaldNorth/status/1739643820134797375,https://twitter.com › TheDonaldNorth › status
42,"Anna M Brown, MD, MPhil (she/her)",Having an #AMAzing time at the #AMAmtg. So humbled & honored to be featured by. @AmerMedicalAssn. this year with a House of Delegates banner ...,['AMAzing'],https://twitter.com/jaguaranna27/status/1667318753288237057,https://twitter.com › jaguaranna27 › status
43,Adam Lazarre-White,"Paola Buendia, Sean Warren n me. #Amazing weekend. @Harvard · #HarvardReunion. 2 amazing people. #memories #college.",['Amazing'],https://twitter.com/alazarrewhite/status/736545333447151616,https://twitter.com › alazarrewhite › status
44,"Kathy Hoffman on X: ""Today's #amAZing educator story","Today's #amAZing educator story: Mr. Efrain Casillas, a music teacher in the Tolleson Elementary District, will be celebrated on the.",['amAZing'],https://twitter.com/Supt_Hoffman/status/1242473181765447681,https://twitter.com › Supt_Hoffman › status
45,Tracie Delgado,Conversation. Tracie Delgado · @traciedelgado. Mahomes ....how!? #Amazing #AlwaysDelivers #Crazy #Chiefs. Quote. Square profile picture.,['Amazing'],https://twitter.com/traciedelgado/status/1485413676282626049,https://twitter.com › traciedelgado › status
46,David Warner,Family throwback to the Caribbean #amazing #cricket #family #whataplace #jerkchicken #rumpunch #thecliffrestaurant #lonestar candywarner1 ...,['amazing'],https://twitter.com/davidwarner31/status/1286600341635706880,https://twitter.com › davidwarner31 › status
47,Eileen Grubba,"Our #AMAZING hair master, Emanuel Millar! He's hiding from the photo! Ha ha #GameOfSilence · @NBCSilence · @GOSilencers. Image. 9:10 PM · Dec 6, ...",['AMAZING'],https://twitter.com/EileenGrubba/status/673610495715250177,https://twitter.com › EileenGrubba › status
48,Sanya Richards-Ross,"Tessanne MASH IT UP!!!! #NoCeilings #Amazing #TheChamp #TheVoice #YouGotMyVote · 2:34 AM · Dec 17, 2013 · 208. Reposts.",['Amazing'],https://twitter.com/sanyarichiross/status/412772880863490048,https://twitter.com › sanyarichiross › status
49,Dominique Aegerter,Exploring Dubai #dubai #city #wow #amazing #big #palm #food #car #weather #people #friends #beach #building #marina #sea #holiday ...,['amazing'],https://twitter.com/DomiAegerter77/status/1735291886053757371,https://twitter.com › DomiAegerter77 › status
50,Ciara,"WOW! Aussie Got That Good Love! #IHaveTheDopestFansInTheWorld #Amazing #Unbelievable https://instagram.com/p/zsH4pJyHqD/ · 3:03 PM · Mar 1, ...",['Amazing'],https://twitter.com/ciara/status/572049557351243777,https://twitter.com › ciara › status
51,Augusto Farfus,"#pflanzgarten.. ..still #amazing, even after 11 #24hNBR races. Thanks. @FSchillerRacing ... Image. Augusto Farfus and 7 others · 10:28 AM · ...",['amazing'],https://twitter.com/augustofarfus/status/995974227110060032,https://twitter.com › augustofarfus › status
52,edele lynch,"#me a #poser #never #fastandfuriouslive #amazing #ontour #now. Image. 1:26 PM · Apr 19, 2018.",['amazing'],https://twitter.com/edelelynch/status/986959344607612928,https://twitter.com › edelelynch › status
53,Beth Haynes,Log in · Sign up. Conversation. Beth Haynes · @BethHaynesTV. Can't wait to see the show!!! #amazing #bubbles. Quote. Wes Ramey · @wesramey.,['amazing'],https://twitter.com/BethHaynesTV/status/879456873400995842,https://twitter.com › BethHaynesTV › status
54,Attiq Malik,#Amazing evening last night celebrating #iwd2022 with. @SocAsianLawyers. which could not have happened without the #hospitality and ...,['Amazing'],https://twitter.com/AttiqMalik001/status/1501859586508263425,https://twitter.com › AttiqMalik001 › status
55,Jo Koy,"has the voice everyone wants! #amazing #Oscars2014 · 3:38 AM · Mar 3, 2014 · 61. Reposts · 145. Likes.",['amazing'],https://twitter.com/Jokoy/status/440330325596835841,https://twitter.com › Jokoy › status
56,Tiësto,"Living the life #WhenInMiami #BoatLife #Amazing · @MartinGarrix · @worldREDEYE · @DaveGrutman.. Image. 1:30 PM · Mar 31, 2015.",['Amazing'],https://twitter.com/tiesto/status/582897690096238593,https://twitter.com › tiesto › status
57,Proud to have built a great APAC team to hand over to - ...,alizaknox · @alizaknox · #Amazing 4.5 years at. @Twitter ! Proud to have built a great APAC team to hand over to. @Maya_Hari . Thanks for the ...,['Amazing'],https://twitter.com/alizaknox/status/847747707330478080,https://twitter.com › alizaknox › status
58,Alex Clark,"Finally accessing my inner Barefoot Contessa #perfect #amazing #ihopetheylikeit · @inagarten. Image. 7:26 PM · Jun 22, 2015.",['amazing'],https://twitter.com/AlexClark3/status/613065555982057472,https://twitter.com › AlexClark3 › status
59,Madina Milana,RT Happy Birthday 2 a #Beautiful #Amazing #Women #Sister #Friend · @MisaHylton · #HappyBirthdayMisa I Love you sis!,['Amazing'],https://twitter.com/MsMadinaMilana/status/420231357860970496,https://twitter.com › MsMadinaMilana › status
60,"Teresa Amaral, MD, PhD",An #amazing & #prestigious program if you want to boost your career in Oncology ‼️ Still time to apply! @myESMO. Leadership Development ...,['amazing'],https://twitter.com/TeresaSAmaral/status/1646795250726256640,https://twitter.com › TeresaSAmaral › status
61,American Music Awards,"was #AMAzing. Not that you need a reminder #5SOSfam #WhatILikeAboutYou. Image. 4:38 AM · Nov 24, 2014.",['AMAzing'],https://twitter.com/AMAs/status/536740568915660800,https://twitter.com › AMAs › status
62,CBangs,"My heart was touched. #Amazing #Patients #physicaltherapy #Morethanjustafootballcoach. Image. 11:58 PM · Feb 13, 2024.",['Amazing'],https://twitter.com/c_bangs/status/1757554914291855598,https://twitter.com › c_bangs › status
63,Jesse Ehrenfeld MD MPH,for this #AMazing recognition! ... Congratulations to Dr. Jesse Ehrenfeld on being recognized as a 2024 Castle Connolly Top Doctor for the second ...,['AMazing'],https://mobile.twitter.com/DoctorJesseMD/status/1747723994462089684,https://mobile.twitter.com › DoctorJesseMD › status
64,Lindsey Frank,#AMAZING time yesterday. @D59Clearmont. for a special #AuthorVisit! Students have been on their #Superhero Training Adventure the past few ...,['AMAZING'],https://twitter.com/LindseyFrank88/status/1651694769146306560,https://twitter.com › LindseyFrank88 › status
65,Karyn K,"Log in · Sign up. Conversation. Karyn K · @lionessk_k · #amazing ❤️    . Image. 11:28 PM · Jan 4, 2024 from Lawndale, CA. ·. 46. Views.",['amazing'],https://twitter.com/misskurrves/status/1743051770438561949,https://twitter.com › misskurrves › status
66,gallina fiedler,"Hello beautiful #moon #love #Thankful #nature #Amazing. Image. 11:50 PM · Jun 27, 2023. ·. 57. Views.",['Amazing'],https://twitter.com/gallinafiedler1/status/1673841172874162176,https://twitter.com › gallinafiedler1 › status
67,Maggie Rawlinson,Happy Thanksgiving to my #Amazing #Family #2023 #MyVideo #Whohasmorefunthanus · instagram.com. Maggie (@maggietranquila) • Instagram video · 12 ...,['Amazing'],https://twitter.com/maggietranquila/status/1728205112144019756,https://twitter.com › maggietranquila › status
68,Michael Biehn,"I can handle myself… #amazing #ripley #aliens. Image. 4:31 PM · Apr 25, 2023. ·. 527.1K. Views. 1,105. Reposts.",['amazing'],https://twitter.com/BiehnReal/status/1650900327346978824,https://twitter.com › BiehnReal › status
69,dj khaled,"#AMAZING @therealmaryjblige. @djkhaled. Available on all platforms. Embedded video. 0:59. 3:15 AM · Dec 5, 2021.",['AMAZING'],https://twitter.com/djkhaled/status/1467331803912581120,https://twitter.com › djkhaled › status
70,Renaldo Lawrence,"Peace, be still… #KevinCadle #Amazing #BeStill #Peace. Embedded video. 0:38. 4:42 PM · Jun 5, 2023. ·. 95. Views.",['Amazing'],https://twitter.com/lawrencerenaldo/status/1665761078247137281,https://twitter.com › lawrencerenaldo › status
71,"J.M.PEACE on X: ""You should feel #Amazing all the time"" / X","Log in · Sign up. Conversation. J.M.PEACE · @JMHUSTLE. You should feel #Amazing all the time. 9:06 PM · Dec 1, 2023 · 2. Likes.",['Amazing'],https://twitter.com/JMHUSTLE/status/1730694890068254904,https://twitter.com › JMHUSTLE › status
72,Jo-Ann Passmore,#amazing woman in #STEM -. @KhumFezile. being part of this game changing https://afox.ox.ac.uk/africa-oxford-health-innovation-platform… https ...,['amazing'],https://twitter.com/MucosalGroup/status/1730298704219824418,https://twitter.com › MucosalGroup › status
73,"Walt Maddox on X: ""Still #Amazing on so many levels!!!"" / X",Log in · Sign up. Conversation. Walt Maddox · @WaltMaddox. Still #Amazing on so many levels!!! Quote. Baseball by BSmile.,['Amazing'],https://twitter.com/WaltMaddox/status/1752480101256642949,https://twitter.com › WaltMaddox › status
74,"Sead Ahmetovic on X: ""#amazing #wearedevs"" / X",Log in · Sign up. Conversation. Sead Ahmetovic · @seadahmetovic · #amazing #wearedevs. Quote. Wassim Chegham · @manekinekko.,['amazing'],https://twitter.com/seadahmetovic/status/1413549536497315848,https://twitter.com › seadahmetovic › status
75,Christella Duplessis-Sutherland,#amazing effort from my ss! ... Amazing Grace performed by Ms. Capozzoli's Grade 3/4 students and our year end mass.,['amazing'],https://twitter.com/determinedchris/status/1674854494260060193,https://twitter.com › determinedchris › status
76,paul walsh,"Conversation. paul walsh · @paul_walsh9. Sagrada familiar #Amazing. Embedded video. 0:18. 8:45 PM · Jul 16, 2023. ·. 8,158. Views.",['Amazing'],https://twitter.com/paul_walsh9/status/1680680195580211200,https://twitter.com › paul_walsh9 › status
77,Rita LorraineHubbard,"Enjoying an #amazing #NFConfab2023 Industry Panel this morning! Thank you #CharlesKim, #DellaFarrell, #HillaryVanDusen & #AlyssaHenkin ...",['amazing'],https://twitter.com/RitaLorraine/status/1680610740380508160,https://twitter.com › RitaLorraine › status
78,Tyler V Layne,I am so #Thankful for these #Amazing #people #ThankfulFor #thankfulness #thankfulgratefulblessed #Thanksgiving #Thanksgiving2021 ...,['Amazing'],https://twitter.com/tylervlayne/status/1464651591437459457,https://twitter.com › tylervlayne › status
79,Abby Spessard,Some #AMAZING code by a 4th grader. @Tolbert_ES. Ss were coding the. @iRobotEducation. to draw a number line showing fractions. This student did ...,['AMAZING'],https://twitter.com/AbbySpessard/status/1618423860046737408,https://twitter.com › AbbySpessard › status
80,"Shep Hyken on X: ""Cannot wait!! #amazing"" / X",Log in · Sign up. Conversation. Shep Hyken · @Hyken. Cannot wait!! #amazing. Quote. Brittany Hodak · @BrittanyHodak. ·.,['amazing'],https://twitter.com/Hyken/status/1734225215595409721,https://twitter.com › Hyken › status
81,TBL,& their #amazing @badenhoops for sponsoring both TBL & BSL and showing up at our Annual Meetings‼️ Baden is a based company that ...,['amazing'],https://twitter.com/TBLproleague/status/1757751503358509202,https://twitter.com › TBLproleague › status
82,Tryndamere - MarcMerrill,"Conversation. Tryndamere. @MarcMerrill. This sunset in Malibu today is beautiful #amazing. Image. 1:32 AM · Jan 21, 2019 · 9. Reposts · 1. Quote · 136. Likes.",['amazing'],https://twitter.com/MarcMerrill/status/1087160916582457344,https://twitter.com › MarcMerrill › status
83,Mario S. Romero,"#Awesome #Amazing The #KansasCitySwifties #Win #WooHooooo · 3:01 AM · Jan 22, 2024. ·. 86. Views.",['Amazing'],https://twitter.com/Doomsday3m/status/1749266003052114104,https://twitter.com › status
84,Howie Mandel,"Howie Mandel · @howiemandel. Who's watching. @KirbyJenner. on Quibi? #amazing · 8:19 PM · May 24, 2020 · 11. Reposts · 1. Quote · 171. Likes. 1. Bookmark.",['amazing'],https://twitter.com/howiemandel/status/1264652291178557440,https://twitter.com › howiemandel › status
85,Samantha Stosur,#winners #fedcupfinal #soexcited #amazing #clutch #brisbane #aussies #unbelievable #teammates #thebestfeeling ☺️         @ Brisbane ...,['amazing'],https://twitter.com/bambamsam30/status/1119909851176603648,https://twitter.com › bambamsam30 › status
86,Panagiotis Tsakos,Preparation time #food #foodporn #yum #instafood #yummy #amazing #instagood #photooftheday #sweet #dinner #lunch #breakfast #fresh #tasty ...,['amazing'],https://twitter.com/pt_photography/status/1757906313890476151,https://twitter.com › pt_photography › status
87,frytz,"just saying…. #amazing #justsaying. Image. 6:48 AM · Feb 10, 2024. ·. 50. Views.",['amazing'],https://twitter.com/frytzsdmf/status/1756208572365426855,https://twitter.com › frytzsdmf › status
88,DPO Group,"#amazing #moms out there who are the heart and soul of their families! This #MothersDay, we want to give a special shout-out to the ...",['amazing'],https://twitter.com/DPOGroup/status/1657645549602865152,https://twitter.com › DPOGroup › status
89,Rear Admiral Jude Terry,"#amazing Scottish woman, #Scotland rugby supporter and an alumni of a #brilliant Scottish university, happy (if belated) #StAndrewsDay ...",['amazing'],https://twitter.com/RAdmJudeTerry/status/1730373609347076281,https://twitter.com › RAdmJudeTerry › status
90,Fad Lan,"Log in · Sign up. Conversation. Fad Lan · @FADLANYOUNGBULL · #AMAZING. Image. 11:34 AM · Jan 18, 2023. ·. 1,412. Views. 15.",['AMAZING'],https://twitter.com/FADLANYOUNGBULL/status/1615673992299581441,https://twitter.com › FADLANYOUNGBULL › status
91,Alan Levin,#amazing turnout of our nypqueens team today. We had almost 200 walkers #makingstrides - special thanks to those that brought family and ...,['amazing'],https://twitter.com/alanmlevin/status/1185993572668989440,https://twitter.com › alanmlevin › status
92,Greg Matthews,"#amazing t #attack by previous #captains on t current. @australian · @captain. , ? Were any of them paid during @JL coaching time ?",['amazing'],https://mobile.twitter.com/GregMomatthews/status/1490181321158983680,https://mobile.twitter.com › GregMomatthews › status
93,Lambros Petrou,#Amazing news for #SQLite and simple engineering! ... https://fly.io/blog/all-in-on-sqlite-litestream/… This is awesome and I'm happy to see it.,['Amazing'],https://twitter.com/LambrosPetrou/status/1523984172049739776,https://twitter.com › LambrosPetrou › status
94,ASCP,Have you been wondering where all these #AMAZING SoMe posts have been coming from the last 2 days? Let's give a round of applause for our ...,['AMAZING'],https://twitter.com/ASCP_Chicago/status/1568021413432532994,https://twitter.com › ASCP_Chicago › status
95,Jennifer drJ Thibeaux,"OLD ME: Nothing like a really #AMAZING day TODAY'S ME: Every day is AMAZING, leave nothing unsaid, undone, or unhappy — it's all in the ...",['AMAZING'],https://twitter.com/JennThibeaux/status/1583199726001745922,https://twitter.com › JennThibeaux › status
96,Kaajal Oza Vaidya,#Amazing world of Arizona #ever changing colours of skyline and #brown mountains stand still...Like a mature man and romantic moods of woman ...,['Amazing'],https://twitter.com/KaajalOV/status/1020693492438188032,https://twitter.com › KaajalOV › status
97,Caroline Frankum,So #proud of our #amazing · @Kantar. Profiles CMO Dionne Aiken for being recognised as a 2021 Top 100 Ethnic Minority Executive Role Model by.,['amazing'],https://mobile.twitter.com/frankumcaroline/status/1392919111429201925,https://mobile.twitter.com › frankumcaroline › status
98,Stan Yanevski,#pink #beach #mexico #lascoloradasyucatan #amazing #wonderful #sunnyday #hotday #holiday ...,['amazing'],https://twitter.com/StanYanevski/status/1055099783453597696,https://twitter.com › StanYanevski › status
99,Yvette Fielding,"Audiences around the country are #amazing. I love talking to you all and hearing some of your stories, watching your faces when the glass on ...",['amazing'],https://twitter.com/Yfielding/status/1706959207289794981,https://twitter.com › Yfielding › status
0,Josh Dubow,Log in · Sign up. Conversation. Josh Dubow · @JoshDubowAP · #fantastic. Quote. Annie Agar · @AnnieAgar.,['fantastic'],https://twitter.com/JoshDubowAP/status/1755260562211234257,https://twitter.com › JoshDubowAP › status
1,americandischord.com,"Conversation. AMERICANDISCHORD.COM · @shelbywankenobi. Now some homework #WIP #fantastic #art #comicbooks. Image. 5:17 AM · Jan 29, 2024. ·.",['fantastic'],https://twitter.com/shelbywankenobi/status/1751837056203202854,https://twitter.com › shelbywankenobi › status
2,"Adam Schein on X: ""Fantastic night for college football! ...",Fantastic night for college football! #Fantastic.,,https://twitter.com/AdamSchein/status/1720982001258242336,https://twitter.com › AdamSchein › status
3,"dave on X: ""#simply #fantastic"" / X","Log in · Sign up. Conversation. dave · @namebrandcoffin · #simply #fantastic · 2:48 AM · Feb 11, 2024. ·. 80. Views.",['fantastic'],https://twitter.com/namebrandcoffin/status/1756510589214425413,https://twitter.com › namebrandcoffin › status
4,Danny Wood,It's almost Tuesday- and that means a BRAND NEW episode of #TheWoodWorks on my @youtube channel! Tune in tomorrow at 12pm EST/9am PST to see ...,,https://twitter.com/dannywood/status/1422372889286807559,https://twitter.com › dannywood › status
5,Danny Wood,"Today on #TheWoodWorks, I'm making Caldo Verde! Tune in now on my YouTube channel to watch the full episode.",,https://twitter.com/dannywood/status/1551964471853293570,https://twitter.com › dannywood › status
6,Danny Wood,"Nothing compares to #ShrimpandGrits- and today, I'm sharing my recipe with you! For today's episode: https://youtu.be/gNOTUAqLDqo To ...",,https://twitter.com/dannywood/status/1422590098944765953,https://twitter.com › dannywood › status
7,Fantastic Music,"Love it's like the wind, you can't see it but you can feel it #fantastic #music #love #wind #spring #Summer #Art #illustration #Pink #Tree # ...",['fantastic'],https://mobile.twitter.com/FantasticMusicR/status/1121645676721369089,https://mobile.twitter.com › FantasticMusicR › status
8,Joe Gatto,"Black guy doing robot #fantastic. Image. 8:18 PM · Oct 20, 2012.",['fantastic'],https://twitter.com/Joe_Gatto/status/259750370362933248,https://twitter.com › Joe_Gatto › status
9,Josh Dubow,"Yep. The #SmartenUp and #fantastic hash tags can now be retired. ... Mark Davis finally #SmartenedUp , no more hashtag?",['fantastic'],https://twitter.com/JoshDubowAP/status/1719590678584578379,https://twitter.com › JoshDubowAP › status
10,OJ Simpson,"Fantasy Football Sunday. #fantastic. Embedded video. 1:39. 5:48 PM · Nov 21, 2021 · 92. Reposts · 63. Quotes · 746. Likes. 10. Bookmarks.",['fantastic'],https://twitter.com/TheRealOJ32/status/1462477972083032074,https://twitter.com › TheRealOJ32 › status
11,Danny Wood,"... recipe: https://bit.ly/3q4ejGQ #siftit #wickedwitch #creamoftartar #cookies #fantastic #justthetip. Embedded video. 0:25. 4:09 PM · Mar 15, 2022 · 50.",['fantastic'],https://twitter.com/dannywood/status/1503765425754198021,https://twitter.com › dannywood › status
12,Danny Wood,channel has been #fantastic so far. We've had 11 episodes and there's a LOT more to come. This is just the beginning & I am so grateful for ...,['fantastic'],https://twitter.com/dannywood/status/1350211015582117888,https://twitter.com › dannywood › status
13,Danny Wood,"To subscribe & more: http://the-wood-works.com #mayorofmanscaping #holdthebutter #justdoit #fantastic. Embedded video. 0:09. 1:42 AM · Jan 25, 2022 · 60.",['fantastic'],https://twitter.com/dannywood/status/1485790063988518916,https://twitter.com › dannywood › status
14,Sharron Melton,Big thumbs up to #fantastic Don Nelson! Great seeing you my friend and hearing that you are doing so well ! Live life to the fullest!      .,['fantastic'],https://twitter.com/sharronmelton01/status/890023601725952000,https://twitter.com › sharronmelton01 › status
15,Mercer Mayer,"#FridayMotivation #fridaymorning Get ready! In some places, 2 critters will emerge at the same time!! #fantastic ! (and maybe a bit loud?)",['fantastic'],https://twitter.com/MercerMayer/status/1758506520306712597,https://twitter.com › MercerMayer › status
16,Danny Wood on X,at 12pm EST/9am PST! Watch as I make another one of my mom's #fantastic recipes- and discuss how much butter really is #justalittlebutter!,['fantastic'],https://mobile.twitter.com/dannywood/status/1336107225476182018,https://mobile.twitter.com › dannywood › status
17,Danny Wood,"... http://the-wood-works.com #justdoit #fantastic #dishduty #nkotbmixtapetour #justthetip. Embedded video. 0:21. 4:01 PM · Jul 5, 2022.",['fantastic'],https://twitter.com/dannywood/status/1544350776495054850,https://twitter.com › dannywood › status
18,Justin Tarte,Log in · Sign up. Conversation. Justin Tarte · @justintarte. #fantastic. Quote. Square profile picture · LEGO.,['fantastic'],https://twitter.com/justintarte/status/1623098840378228744,https://twitter.com › justintarte › status
